anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
001,009,"[2701, 2040]","{'tx': 45, 'ty': 430, 'angle': 180.17568391333555, 'scale': 0.9598298433147795}",0.7427536231884058,False,0.9397448015122873,0.8075297693696157
001,009,"[3111, 2500]","{'tx': 175, 'ty': 502, 'angle': 96.83683599934976, 'scale': 1.0322985127545932}",0.791828793774319,False,0.8482941969787895,0.8282987264051352
001,009,"[2675, 2751]","{'tx': 474, 'ty': 184, 'angle': 275.9436726500203, 'scale': 0.9530039827090685}",0.788109756097561,False,0.872796988660676,0.8494308337685378
001,009,"[2432, 3053]","{'tx': 54, 'ty': 426, 'angle': 135.19344578732995, 'scale': 0.9537961489975683}",0.7361530715005036,False,0.8576274617108844,0.8153770636779781
001,009,"[2185, 3546]","{'tx': 287, 'ty': 139, 'angle': 185.04107024459714, 'scale': 0.9628673487418451}",0.7484008528784648,False,0.844075310100943,0.8168158895299403
001,009,"[1696, 3527]","{'tx': 399, 'ty': 55, 'angle': 134.8476131731072, 'scale': 0.9676913344706305}",0.786967418546366,False,0.865787316491542,0.8370133508999381
001,009,"[1296, 3273]","{'tx': 173, 'ty': 517, 'angle': 351.7269554430574, 'scale': 0.98574286990152}",0.7236580516898609,False,0.8310760437375746,0.7873535904600265
001,009,"[866, 3183]","{'tx': 327, 'ty': 426, 'angle': 355.7543466425118, 'scale': 0.9804454129532703}",0.7553191489361702,False,0.9108523227999497,0.8307301537559686
001,009,"[566, 2862]","{'tx': 423, 'ty': 74, 'angle': 169.16351572533674, 'scale': 0.9516989146086766}",0.7716165413533834,False,0.9071946960602423,0.8568704547948642
001,009,"[576, 2404]","{'tx': 471, 'ty': 205, 'angle': 90.23377096654103, 'scale': 0.9647588912592121}",0.7739938080495357,False,0.8699640547803155,0.8249077421737601
001,009,"[914, 2041]","{'tx': 167, 'ty': 523, 'angle': 2.261266022721525, 'scale': 0.9543980800360191}",0.7198795180722892,False,0.7915862669427711,0.7640337828912834
001,009,"[367, 1608]","{'tx': 45, 'ty': 395, 'angle': 7.1117023406983835, 'scale': 1.0247377982230383}",0.7448036951501155,False,0.8658581879461137,0.8245912004816828
001,009,"[806, 1394]","{'tx': 564, 'ty': 358, 'angle': 86.79364227422053, 'scale': 0.9929767239259091}",0.7620137299771167,False,0.8707786654842311,0.83964760454286
001,009,"[947, 1009]","{'tx': 558, 'ty': 412, 'angle': 177.55344729875853, 'scale': 0.9533072482529309}",0.7385398981324278,False,0.8710629452739476,0.7969741939053279
001,009,"[1218, 567]","{'tx': 175, 'ty': 235, 'angle': 90.25366012336674, 'scale': 0.9842904719766237}",0.6175298804780877,False,0.7001294186312076,0.6737163100371536
001,009,"[1696, 590]","{'tx': 169, 'ty': 301, 'angle': 92.38798460806872, 'scale': 0.9723114355997092}",0.7163120567375887,False,0.8215733552370102,0.775027254143305
001,009,"[2133, 698]","{'tx': 163, 'ty': 293, 'angle': 274.9750898365685, 'scale': 0.9967600881420291}",0.745136186770428,False,0.8201584308309319,0.8093042401840965
001,009,"[2671, 698]","{'tx': 318, 'ty': 450, 'angle': 176.63399269134243, 'scale': 0.9512485856029481}",0.6577540106951871,False,0.7306189759518396,0.69927225791251
001,009,"[2970, 1115]","{'tx': 87, 'ty': 489, 'angle': 89.88459957001695, 'scale': 1.031170947909718}",0.661631419939577,False,0.7457466772527144,0.7214099545979089
001,009,"[2651, 1730]","{'tx': 158, 'ty': 257, 'angle': 178.43436469034177, 'scale': 0.9844022686154742}",0.8111298482293423,False,0.895429781758881,0.8759976166458788
